aggregate_summary.csv

Number of Trials with Mean Rock Displacement <= 0,1
Specific Trials with Mean Rock Displacement <= 0,417

Number of Trials with Mean BBot Displacement <= 0,95
Specific Trials with Mean BBot Displacement <= 0,"3, 7, 9, 12, 48, 49, 91, 105, 137, 149, 152, 153, 171, 196, 206, 218, 225, 228, 240, 242, 252, 259, 271, 275, 276, 286, 307, 322, 334, 336, 341, 346, 351, 361, 371, 413, 423, 432, 439, 472, 475, 480, 498, 507, 518, 526, 532, 533, 543, 553, 566, 579, 599, 604, 606, 617, 626, 650, 652, 676, 698, 699, 707, 719, 720, 721, 722, 729, 731, 754, 761, 774, 778, 786, 787, 794, 805, 815, 821, 822, 827, 865, 873, 883, 897, 917, 933, 945, 949, 959, 961, 967, 971, 972, 983"

Total Trials,1000

,Mean of Pooled Rock Displacement (px),46.47
,SD of Above (px),64.3
,Mean of Intra-Run Rock Displacement (px),46.47
,SD of Above (px),26.2

,Mean of Pooled Bbot Displacements (px),71.16
,SD of Above (px),174.74
,Mean of Intra-Run Bbot Displacements (px),71.16
,SD of Above (px),55.0

,Mean of Pooled Bbot Stop Times (s),14.16
,SD of Above (s),15.12
,Mean of Intra-Run Stop Time Means (s),14.16
,SD of Above (s),11.71


Trial,Duration,Mean Rock Displacement,Rock Displacement SD,Mean BBot Displacement,BBot Displacement SD,Mean BBot Stop Time,BBot Stop SD
795,22.82,38.69,75.07,55.52,172.15,8.94,5.77
796,89.67,121.04,96.21,73.05,193.57,66.88,13.05
797,32.8,93.01,90.87,122.88,192.92,15.91,8.19
798,20.88,14.51,45.17,33.99,159.87,4.76,3.68
799,17.52,39.6,45.75,32.78,223.13,6.67,5.16
800,36.13,49.76,60.52,104.76,144.38,11.19,9.02
801,17.02,35.12,55.41,29.88,194.01,5.29,4.3
802,48.33,65.67,52.49,106.04,146.7,18.45,12.88
803,25.92,21.48,44.49,15.29,158.81,6.46,5.61
804,70.38,75.23,107.7,205.73,146.41,34.33,18.44
805,18.38,11.35,29.11,-22.84,112.23,5.45,4.89
806,56.5,42.96,88.69,112.0,176.27,22.79,12.42
807,80.47,93.23,77.32,239.58,178.37,46.48,17.93
808,37.12,77.92,67.92,122.06,167.08,17.26,10.83
809,57.08,51.23,77.93,122.04,173.53,25.17,14.9
810,17.75,46.55,66.62,81.71,149.78,6.47,5.3
811,17.1,27.18,36.99,54.71,143.65,6.03,4.57
812,14.7,16.72,24.25,46.61,152.87,4.68,3.69
813,60.85,93.9,103.82,183.43,207.11,30.75,13.85
814,16.63,18.5,31.99,33.25,144.97,5.75,5.11
815,17.45,28.92,24.07,-16.14,134.57,5.15,3.95
816,14.47,54.52,41.74,98.24,186.6,7.14,3.82
817,23.77,26.72,32.53,21.74,181.71,9.19,5.86
818,61.72,117.28,100.14,153.37,154.34,39.44,12.11
819,77.58,93.69,64.08,136.07,185.23,60.23,15.46
820,40.42,46.86,51.73,115.71,200.48,8.75,8.89
821,39.6,20.68,51.66,-34.04,126.65,12.01,11.93
822,22.58,50.15,41.57,-4.05,168.99,8.61,5.55
823,21.9,62.2,86.65,63.62,154.49,8.23,6.26
824,59.33,32.0,44.12,101.24,162.39,27.47,19.59
825,79.17,112.22,90.78,115.12,172.36,59.65,15.42
826,22.48,29.54,38.43,31.05,166.62,7.67,7.14
827,9.03,8.69,32.69,-18.68,115.44,2.55,2.66
828,44.58,78.73,70.02,159.3,175.43,27.7,8.26
829,31.53,10.9,47.73,14.54,163.13,9.65,9.22
830,25.9,52.01,56.33,88.13,155.66,10.61,8.51
831,9.82,13.58,36.78,71.52,171.88,3.96,2.96
832,26.43,20.86,27.71,145.02,189.89,10.03,7.93
833,51.52,24.24,52.31,31.19,157.77,6.5,8.47
834,35.87,56.24,84.93,44.7,176.0,16.86,10.87
835,27.92,44.91,46.41,17.53,160.89,7.46,5.36
836,21.8,52.39,54.43,102.28,140.31,8.83,5.91
837,52.95,78.44,74.99,113.61,209.43,36.51,14.63
838,29.25,51.72,56.27,43.78,165.47,14.53,8.23
839,26.95,35.36,47.72,88.49,136.03,7.03,7.19
840,73.5,47.93,68.79,16.79,182.55,54.38,22.46
841,40.18,91.34,75.07,138.72,157.79,24.37,10.84
842,40.53,50.89,53.23,55.34,172.72,24.14,14.09
843,57.02,83.28,79.09,197.55,158.87,23.99,10.83
844,19.45,18.96,28.61,36.21,103.28,2.21,2.84
845,21.5,33.81,61.59,63.01,192.73,9.74,5.81
846,14.32,33.74,62.14,42.56,196.05,6.78,4.31
847,83.67,104.5,119.53,176.35,153.74,49.0,23.26
848,46.88,51.31,49.36,93.71,236.24,29.55,9.55
849,30.17,51.0,68.42,102.56,186.28,14.47,7.69
850,43.7,83.46,92.95,115.23,153.62,25.54,9.45
851,33.1,59.58,67.44,117.05,181.57,10.0,8.02
852,18.65,48.63,74.77,18.75,167.45,8.51,3.46
853,62.2,122.93,79.47,122.47,171.48,42.54,14.51
854,69.3,75.12,54.0,160.42,179.62,31.94,14.68
855,15.92,24.41,37.22,19.4,178.48,4.36,3.47
856,19.82,29.39,47.61,21.26,176.96,7.5,6.0
857,75.02,76.69,62.6,133.84,172.78,36.55,22.2
858,33.53,50.79,60.87,130.52,164.14,11.87,10.23
859,22.38,15.01,55.41,66.28,147.75,9.98,7.1
860,15.58,16.22,26.26,52.36,184.97,6.51,3.88
861,13.12,20.72,31.08,54.1,167.94,4.88,3.62
862,17.97,39.03,47.98,3.97,178.88,8.16,5.16
863,43.52,54.82,77.18,66.08,177.64,17.91,16.93
864,23.03,42.51,49.11,74.6,197.22,9.02,5.79
865,19.3,25.76,30.07,-13.29,139.88,5.39,5.29
866,26.92,49.93,58.95,43.78,191.1,14.94,6.77
867,41.78,71.96,53.6,159.81,170.82,19.97,12.03
868,38.7,15.41,39.0,53.37,167.58,6.9,6.8
869,12.9,28.38,42.51,48.22,165.85,3.42,3.13
870,64.65,71.64,67.17,101.29,158.83,28.24,20.75
871,51.82,98.2,117.44,151.22,142.58,33.48,15.78
872,30.87,53.14,49.98,85.07,231.57,16.7,8.54
873,17.67,34.12,45.08,-2.68,143.21,7.01,4.81
874,25.57,93.09,83.55,73.3,210.99,11.62,6.1
875,48.2,76.59,89.89,57.92,143.01,23.02,14.44
876,10.77,27.75,36.97,23.07,167.18,5.17,2.51
877,15.35,27.46,36.43,2.32,192.82,3.7,3.71
878,36.03,59.24,58.85,88.52,134.33,20.25,10.32
879,36.55,63.45,62.62,98.8,167.59,19.16,10.97
880,37.4,47.18,66.5,53.99,238.89,14.37,11.35
881,59.53,43.8,57.32,114.71,136.15,31.38,13.49
882,23.15,41.75,37.42,73.88,154.47,6.65,5.37
883,11.88,5.89,28.41,-0.56,119.1,2.63,2.92
884,17.62,22.5,53.74,38.13,151.26,4.66,3.86
885,17.6,71.0,58.89,48.25,164.69,6.8,4.23
886,22.68,17.61,35.16,18.58,181.89,9.92,7.25
887,18.73,48.81,68.61,23.52,165.43,7.38,6.35
888,22.53,42.14,48.36,10.44,174.67,9.57,7.79
889,35.12,92.37,101.4,195.29,176.0,23.23,10.97
890,43.75,92.89,103.75,157.52,177.52,23.07,9.41
891,33.4,48.34,50.81,79.91,174.66,13.33,6.9
892,35.87,59.97,66.02,58.52,135.94,16.44,9.93
893,39.57,52.72,80.46,84.96,180.95,28.21,9.53
894,16.55,29.04,36.42,23.19,186.46,3.91,3.41
895,35.07,38.88,42.99,111.51,165.1,13.42,9.35
896,15.83,39.42,64.15,62.44,152.42,6.86,4.07
897,28.75,31.83,39.67,-35.12,167.57,8.39,7.15
898,30.13,35.05,40.14,60.26,160.65,13.91,11.24
899,60.08,117.67,102.09,214.04,165.63,43.31,20.76
900,59.5,100.86,104.5,195.48,176.0,37.58,18.41
901,51.92,53.63,64.07,108.32,167.68,26.22,16.64
902,34.27,84.75,85.47,115.47,140.35,18.15,7.94
903,23.45,50.94,59.02,92.34,166.85,12.82,5.67
904,31.9,32.25,54.82,89.0,182.71,13.05,8.52
905,44.6,61.47,56.44,127.88,202.42,18.19,8.35
906,27.33,52.18,69.98,41.87,168.7,10.77,7.28
907,57.83,84.11,94.14,123.09,157.62,28.42,17.98
908,20.78,66.39,83.64,52.06,176.66,10.45,4.79
909,39.2,68.38,71.52,91.63,210.35,21.69,10.3
910,52.07,71.24,118.12,158.22,188.42,25.42,16.66
911,33.18,58.88,57.94,76.79,198.56,13.37,9.36
912,57.1,48.72,77.07,131.72,139.98,33.21,13.34
913,24.5,47.08,58.14,108.63,190.98,13.28,7.2
914,13.3,18.03,27.75,15.57,143.96,3.59,3.76
915,25.13,29.43,45.32,71.85,164.46,9.72,6.16
916,34.3,73.97,95.87,132.74,204.15,24.71,6.86
917,14.37,2.26,9.35,-19.49,174.87,3.7,3.78
918,17.23,20.13,37.55,63.29,198.16,5.81,4.29
919,19.53,55.22,60.12,63.85,186.3,8.04,4.79
920,48.65,77.85,70.11,104.68,193.68,33.66,12.2
921,19.73,40.54,44.33,76.74,191.77,8.68,6.17
922,14.78,23.15,31.89,44.06,159.33,5.46,4.06
923,14.83,21.33,37.07,26.78,186.11,4.82,3.8
924,35.7,61.01,63.61,95.98,156.96,18.74,10.49
925,24.85,40.23,55.6,103.39,181.27,12.41,7.08
926,17.07,42.73,41.96,28.31,126.8,4.19,4.31
927,47.17,62.95,82.5,209.19,174.12,21.71,12.35
928,55.63,77.66,78.81,160.63,188.24,34.08,14.32
929,28.73,62.24,76.96,50.35,199.02,19.72,8.75
930,22.52,29.22,80.68,55.01,193.83,10.01,5.24
931,45.17,27.46,39.41,77.39,165.71,15.93,14.19
932,23.97,22.45,38.09,7.97,143.02,7.62,7.47
933,28.05,20.78,21.79,-7.51,151.34,9.9,9.27
934,20.4,25.94,51.61,49.81,190.98,8.14,6.36
935,42.18,39.57,48.71,133.62,183.94,18.97,12.31
936,12.65,21.38,36.79,95.07,185.33,4.83,2.7
937,31.4,22.51,30.29,71.78,168.76,10.4,8.19
938,27.22,31.79,23.23,85.06,177.52,7.14,6.38
939,51.8,117.73,118.46,179.69,154.52,30.03,13.15
940,71.2,90.56,114.89,182.74,175.15,51.97,21.07
941,27.72,48.49,64.71,90.79,155.96,9.72,8.55
942,21.72,42.53,38.99,139.02,181.09,12.6,5.89
943,12.65,10.13,27.77,36.24,172.2,3.21,2.5
944,13.43,46.24,63.02,9.65,159.51,4.5,3.37
945,14.1,13.27,27.5,-62.54,152.8,4.67,3.53
946,11.5,18.48,28.4,30.56,128.77,2.85,2.58
947,29.38,45.38,51.5,41.26,198.97,13.88,9.36
948,19.93,38.34,35.44,69.2,210.85,11.21,4.07
949,8.97,9.98,23.82,-0.1,164.79,3.61,2.77
950,21.97,44.55,45.49,52.23,194.41,7.57,7.08
951,88.55,89.67,125.24,184.46,182.37,61.73,28.78
952,91.43,121.75,110.94,195.98,152.53,52.59,27.02
953,23.78,48.18,59.91,89.64,174.67,11.72,6.24
954,12.28,34.33,47.64,54.51,173.51,6.99,3.82
955,8.05,13.52,27.88,54.17,135.07,3.29,2.52
956,23.43,56.54,75.09,96.78,148.61,10.77,6.45
957,26.97,23.24,33.88,14.09,119.35,7.97,8.36
958,74.98,78.41,94.2,158.12,165.74,39.68,20.81
959,16.68,13.21,23.46,-23.23,138.82,3.56,4.01
960,44.37,99.88,67.96,136.99,187.2,24.45,11.94
961,19.5,39.14,71.76,-11.12,154.52,8.74,5.7
962,17.4,14.08,41.04,18.34,122.98,4.37,5.22
963,80.22,118.25,112.57,202.83,172.54,43.71,18.91
964,19.68,38.61,39.25,34.47,155.35,8.71,5.4
965,12.65,42.22,67.96,39.13,171.72,7.13,2.83
966,15.72,47.87,61.35,55.97,149.21,5.43,3.8
967,29.65,22.15,18.92,-51.83,176.29,8.9,5.07
968,9.32,18.7,28.54,12.99,122.29,1.94,2.14
969,22.35,55.12,61.66,35.26,205.95,8.5,5.19
970,28.25,40.54,54.2,10.53,155.8,9.19,9.06
971,15.38,20.15,31.85,-41.36,143.77,5.47,4.37
972,31.93,24.27,30.63,-37.03,183.15,11.69,11.08
973,10.75,24.57,33.53,111.9,160.05,5.01,3.42
974,35.87,65.46,74.6,95.45,146.81,11.61,10.47
975,51.32,77.96,60.34,94.43,165.44,20.81,16.54
976,32.42,69.34,78.49,110.16,144.71,14.67,9.23
977,25.67,79.53,70.01,95.75,186.55,11.25,5.16
978,29.0,18.21,39.2,20.8,120.5,6.1,8.19
979,48.02,75.13,92.93,107.15,150.45,28.84,10.65
980,42.53,52.2,78.28,108.26,167.68,27.17,11.73
981,76.45,110.8,106.27,134.86,187.5,38.07,25.01
982,33.38,54.12,60.34,54.36,192.52,16.36,8.29
983,16.77,16.5,36.57,-0.96,117.43,2.92,3.23
984,16.28,48.27,69.43,24.56,137.59,7.7,5.31
985,15.18,34.24,52.45,0.83,162.73,4.42,3.86
986,45.72,73.27,75.35,126.71,163.48,29.64,12.38
987,56.43,38.94,54.11,96.65,173.72,21.95,11.94
988,18.95,42.84,41.37,61.97,164.14,6.19,4.27
989,15.12,14.71,23.49,22.44,171.46,4.06,3.68
990,21.88,20.01,34.83,11.47,156.8,6.21,5.18
991,34.05,51.5,71.76,85.13,199.84,19.45,9.53
992,20.5,57.47,60.09,72.35,178.14,11.96,6.04
993,48.95,22.11,37.66,45.32,166.07,13.8,11.04
994,32.4,50.19,75.04,102.91,182.17,16.63,7.08
995,19.93,32.53,36.51,71.66,157.4,9.24,5.37
996,24.33,14.97,24.34,71.85,143.47,4.32,5.49
997,29.92,63.63,79.23,106.55,179.19,14.88,9.18
998,26.2,15.42,24.34,58.85,153.44,8.6,7.12
999,10.53,12.3,33.71,47.31,136.81,3.92,2.48
1000,38.32,44.59,35.4,71.38,147.29,18.61,13.61
