aggregate_summary.csv

Trials with Mean Rock Displacement <= 0,"123, 398, 493"
Trials with Mean BBot Displacement <= 0,"19, 33, 46, 48, 52, 72, 74, 76, 90, 109, 129, 139, 144, 148, 159, 160, 184, 196, 210, 228, 250, 252, 269, 283, 291, 299, 310, 331, 362, 365, 367, 395, 398, 417, 468, 473, 478, 483, 493, 502, 525, 528, 537, 546, 553, 557, 578, 584, 597, 604, 639, 641, 643, 645, 648, 649, 663, 672, 683, 702, 718, 728, 746, 761, 768, 810, 826, 849, 863, 870, 928, 932, 946, 965, 971, 988"

Total Trials,1000

,Mean of Pooled Rock Displacement (px),46.83
,SD of Above (px),64.03
,Mean of Intra-Run Rock Displacement (px),46.83
,SD of Above (px),25.03

,Mean of Pooled Bbot Displacements (px),71.22
,SD of Above (px),175.56
,Mean of Intra-Run Bbot Displacements (px),71.22
,SD of Above (px),54.6

,Mean of Pooled Bbot Stop Times (s),14.77
,SD of Above (s),15.88
,Mean of Intra-Run Stop Time Means (s),14.77
,SD of Above (s),12.21


Trial,Duration,Mean Rock Displacement,Rock Displacement SD,Mean BBot Displacement,BBot Displacement SD,Mean BBot Stop Time,BBot Stop SD
852,52.13,96.6,100.23,150.79,198.01,34.8,9.68
853,35.1,71.52,71.47,126.46,158.28,10.31,8.6
854,22.2,52.19,62.57,78.14,168.92,7.93,6.37
855,38.45,75.08,66.78,91.53,183.37,20.06,10.68
856,27.32,76.12,89.6,198.72,172.07,16.28,8.22
857,22.83,24.32,44.07,23.05,155.94,5.07,6.47
858,32.28,33.65,41.92,3.15,182.01,12.48,8.32
859,35.0,46.26,62.37,38.23,159.6,15.76,9.84
860,13.77,23.18,32.7,37.46,138.62,4.83,3.07
861,26.53,42.26,56.87,20.96,152.29,7.84,6.18
862,11.7,22.09,33.53,36.49,159.44,3.84,3.35
863,24.05,22.31,37.17,-34.09,172.71,4.2,5.71
864,27.98,18.56,28.14,76.37,184.88,8.97,7.59
865,22.08,32.22,35.86,0.71,154.28,8.91,6.92
866,42.33,68.36,68.43,124.07,199.8,25.91,10.45
867,42.95,52.51,49.63,59.58,152.89,13.4,10.17
868,29.93,88.72,72.38,52.78,139.72,11.85,8.76
869,45.25,18.6,38.81,90.76,164.75,14.86,14.14
870,12.57,14.93,40.25,-27.41,184.83,6.32,3.99
871,20.85,30.07,40.92,51.92,177.74,8.79,6.08
872,41.1,53.29,49.21,37.9,158.85,17.97,11.92
873,19.25,36.81,46.41,72.62,146.34,7.44,5.51
874,59.07,51.43,60.57,84.37,158.78,8.54,10.42
875,27.67,15.59,26.42,82.73,164.35,8.5,6.2
876,24.58,55.02,54.04,124.62,154.11,15.09,6.88
877,31.4,68.19,70.43,105.08,192.48,19.12,8.11
878,9.52,29.45,33.8,9.22,161.78,2.74,1.98
879,23.87,31.02,52.18,56.73,154.17,9.19,7.45
880,77.07,80.46,104.6,175.04,212.8,50.94,18.54
881,55.58,99.27,81.49,195.86,183.32,33.2,11.67
882,15.63,40.76,34.78,5.93,205.06,7.16,3.89
883,30.15,35.97,45.62,61.94,181.02,15.42,11.0
884,12.23,27.08,29.08,11.98,153.53,4.06,3.13
885,24.42,29.57,31.01,97.36,175.07,7.04,6.1
886,13.1,21.01,40.08,31.9,140.03,4.12,3.33
887,14.95,41.69,91.99,90.54,152.88,7.1,3.51
888,15.07,50.28,67.19,61.23,162.33,6.41,3.96
889,38.47,38.6,42.7,80.55,151.95,14.66,10.29
890,22.75,46.31,48.39,81.2,130.72,5.52,5.25
891,18.08,23.45,44.49,46.23,143.5,8.57,6.03
892,26.57,52.93,67.72,6.28,161.65,9.4,7.77
893,58.38,77.19,72.84,149.18,167.18,29.61,18.43
894,41.35,63.44,70.65,28.1,200.34,22.32,7.67
895,20.68,27.44,39.48,51.1,162.66,5.96,4.74
896,60.95,84.22,82.46,199.16,168.83,39.98,16.53
897,33.02,44.12,68.16,145.66,165.44,18.36,10.08
898,42.23,38.43,47.89,85.04,158.29,11.14,12.34
899,50.33,56.55,76.47,61.02,167.47,17.41,13.57
900,21.33,25.93,38.8,75.72,197.19,10.13,5.76
901,20.58,29.77,44.44,70.19,187.96,8.43,6.04
902,47.83,100.29,99.59,142.21,166.35,29.71,11.12
903,63.77,93.72,87.9,169.25,168.88,32.42,21.26
904,10.73,13.41,19.41,23.92,154.87,2.44,2.79
905,18.37,49.31,60.27,68.86,193.23,6.97,4.38
906,13.98,17.06,31.23,14.19,144.13,5.45,4.33
907,11.83,50.9,63.3,42.33,139.94,3.51,2.25
908,66.57,69.42,65.31,26.79,153.17,31.38,21.36
909,33.03,58.57,92.9,149.48,166.84,21.76,8.46
910,75.28,44.66,36.5,74.86,218.36,45.46,23.86
911,14.1,18.06,37.47,3.81,149.65,4.14,3.27
912,40.03,35.67,43.45,62.73,186.15,12.15,12.02
913,26.97,27.21,38.46,47.67,159.69,9.16,8.18
914,53.18,105.05,103.79,140.52,181.4,32.53,13.3
915,47.65,70.89,67.07,149.25,152.36,29.83,13.85
916,27.87,34.06,50.57,71.8,147.13,9.72,7.22
917,39.48,81.74,84.31,89.85,170.56,18.55,10.2
918,9.7,8.49,34.24,23.12,132.31,4.46,3.15
919,41.25,82.11,90.68,99.44,167.57,14.17,11.9
920,63.18,92.18,106.05,158.79,179.45,33.25,18.43
921,26.2,53.88,77.49,125.36,143.91,15.25,6.87
922,27.5,41.64,31.56,115.93,176.6,12.18,8.91
923,21.13,30.82,40.94,41.51,175.68,7.18,6.02
924,40.03,81.8,90.96,132.99,183.24,18.8,13.1
925,26.45,49.55,62.06,74.21,187.76,11.34,8.59
926,19.55,27.02,46.09,66.91,188.55,6.24,3.59
927,63.55,45.67,59.08,109.11,170.9,37.03,16.08
928,25.43,28.89,52.0,-6.09,160.27,11.45,8.76
929,63.33,71.78,55.06,102.47,162.59,31.75,16.65
930,67.58,52.01,63.35,72.37,137.53,46.08,18.66
931,42.22,68.51,76.49,95.32,194.11,22.93,12.12
932,8.93,28.57,34.37,-3.09,174.1,3.24,2.9
933,28.72,40.46,56.57,78.75,147.93,15.72,10.18
934,46.5,65.87,80.89,137.16,154.37,19.49,10.33
935,45.7,71.42,74.29,152.74,152.58,21.18,11.02
936,29.28,42.32,53.13,117.98,175.75,12.56,6.15
937,31.55,49.23,52.96,74.35,152.78,8.68,7.88
938,26.73,29.97,44.3,3.95,128.53,13.99,8.75
939,17.45,20.1,39.88,52.7,106.32,3.38,3.81
940,13.58,12.12,31.97,5.35,152.11,3.97,4.3
941,10.87,20.42,26.77,18.19,152.51,4.11,3.44
942,14.3,46.71,41.38,14.57,193.9,4.65,3.93
943,57.77,60.33,41.81,147.28,216.87,36.95,18.29
944,38.05,59.43,62.61,149.16,161.47,20.99,13.63
945,26.07,19.82,37.68,32.63,123.89,5.68,6.38
946,14.68,3.05,27.35,-38.99,152.01,4.31,4.35
947,9.78,33.36,41.39,54.47,173.3,4.19,2.66
948,35.67,66.95,75.37,154.39,184.4,22.0,9.26
949,71.23,105.19,60.78,221.33,189.33,39.09,18.87
950,49.62,37.57,61.99,53.67,166.77,18.87,12.41
951,23.42,50.02,75.66,79.73,141.53,9.53,6.64
952,42.8,57.59,52.42,86.26,165.35,18.34,11.47
953,45.98,65.27,72.85,135.82,150.8,16.54,11.03
954,22.7,58.61,81.55,58.03,186.32,7.78,6.17
955,17.28,18.66,23.49,17.63,145.48,4.23,3.79
956,28.07,35.37,51.09,79.05,153.78,9.99,9.24
957,46.67,48.32,50.29,99.42,182.02,15.94,10.54
958,44.07,61.24,71.66,70.47,163.56,17.57,7.54
959,15.03,24.41,46.57,2.65,161.25,6.21,3.84
960,34.05,57.0,43.9,46.38,139.86,15.95,8.89
961,40.47,86.2,71.81,83.7,170.43,24.25,10.98
962,14.47,28.4,32.28,38.92,184.75,6.19,4.47
963,23.17,38.35,62.1,57.14,151.65,10.55,6.22
964,19.25,31.99,44.36,66.89,148.07,4.85,4.8
965,16.42,23.47,25.56,-14.15,210.59,4.52,3.6
966,57.18,82.17,73.0,150.15,128.97,20.72,9.31
967,18.67,16.71,33.83,77.23,162.93,6.57,4.95
968,25.18,30.5,36.82,53.16,148.85,8.48,5.98
969,29.47,95.95,87.8,147.89,158.12,16.82,9.26
970,23.35,38.07,39.64,32.14,118.17,3.94,4.51
971,28.87,25.54,50.41,-11.08,141.25,10.75,6.54
972,21.1,48.97,60.74,66.02,154.12,8.18,6.67
973,44.8,44.6,73.59,50.4,176.69,23.31,14.9
974,21.98,32.09,56.43,117.63,177.52,9.98,5.1
975,9.07,27.3,48.24,4.19,151.55,2.87,2.44
976,46.52,38.93,39.92,116.71,170.06,14.35,9.97
977,27.95,36.85,52.18,45.38,173.06,11.41,8.06
978,23.73,36.47,33.12,89.03,153.05,6.52,6.38
979,29.68,25.28,36.65,88.63,142.13,13.08,10.28
980,60.2,47.64,55.02,69.17,187.1,24.56,10.96
981,28.9,33.33,40.74,21.38,142.43,9.92,8.28
982,30.8,45.95,53.59,89.49,197.6,12.14,6.59
983,58.88,99.66,84.5,173.92,224.19,28.57,19.52
984,67.33,101.46,95.33,157.68,191.19,34.56,16.61
985,34.85,87.07,77.23,144.91,204.62,20.71,8.17
986,16.68,11.77,21.08,21.1,138.88,4.46,5.39
987,25.15,18.22,29.19,33.97,137.26,3.4,4.31
988,27.17,17.12,38.49,-31.9,141.74,9.2,9.14
989,32.1,37.39,44.58,48.86,201.49,16.18,9.24
990,16.88,23.07,28.26,46.08,154.18,6.44,6.21
991,27.88,26.21,42.79,24.2,138.22,9.18,8.08
992,45.87,69.34,85.19,127.72,146.59,21.68,11.05
993,43.72,27.31,37.36,16.66,185.47,18.07,11.94
994,76.9,80.53,75.42,209.48,179.19,39.73,24.38
995,47.13,86.22,87.74,117.96,188.18,28.18,11.76
996,63.2,62.97,56.98,103.05,175.54,37.53,22.56
997,33.82,83.84,91.3,136.96,160.52,18.91,12.13
998,30.33,51.89,52.89,96.5,147.24,10.98,7.32
999,27.23,76.5,77.71,118.43,180.39,12.88,7.85
1000,19.95,36.85,38.5,16.05,156.14,4.8,5.18
